name,full_address,street,city,postal_code,us_state,country,latitude,longitude,site,phone,type,category,subtypes,rating,reviews,business_status,working_hours,google_id,place_id,reviews_link,photo,query,scraped_zip,source
Chuck wagon burger,,800 N 4th St,Mount Vernon,98273,,United States of America,48.4278782,-122.335067,,,American restaurant,restaurants,American restaurant,5.0,1.0,OPERATIONAL,"{""Friday"": [""11AM-7PM""], ""Monday"": [""Closed""], ""Saturday"": [""11AM-7PM""], ""Sunday"": [""Closed""], ""Thursday"": [""11AM-7PM""], ""Tuesday"": [""11AM-7PM""], ""Wednesday"": [""11AM-7PM""]}",0x54856f005c7dc923:0xb374eacbd2ae9c4c,ChIJI8l9XABvhVQRTJyu0svqdLM,https://search.google.com/local/reviews?placeid=ChIJI8l9XABvhVQRTJyu0svqdLM&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEtAGa9I6x1bHhcmIx6xjLDJ4dHmSdO1pTrUcLZ8Byo59LAvEl5blUss5KRWKPhzbw2DDQ1snf4Rx-1qUy5uwPrifQ1_UL0X2kJgXG_8QSRvCWJ0yHmZM3fU7cJHTa8uyqBGqDHILGd6K4=w800-h500-k-no,"restaurant, 98273, WA, US",98273,outscraper_google_maps
Cocina Sabores and Catering,,810 W Division St,Mount Vernon,98273,,United States of America,48.4214553,-122.3454667,,+1 360-899-5631,Mexican restaurant,restaurants,Mexican restaurant,4.7,317.0,OPERATIONAL,"{""Friday"": [""6AM-7PM""], ""Monday"": [""Closed""], ""Saturday"": [""7AM-7PM""], ""Sunday"": [""7AM-4PM""], ""Thursday"": [""6AM-4PM""], ""Tuesday"": [""6AM-4PM""], ""Wednesday"": [""6AM-4PM""]}",0x54856fbd504b0851:0xeff9b1410ff5189,ChIJUQhLUL1vhVQRiVH_EBSb_w4,https://search.google.com/local/reviews?placeid=ChIJUQhLUL1vhVQRiVH_EBSb_w4&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAENEdS7GUc7GyQ8fnafISFfXpoipsEcqMkDtxvmqWwwcOd6nsi4D6e2RfRZZBWiuTURtjYXVU2rKyU_iOBBeuuh8lkQLGhvAOk07PZBpxvUYPxcQTdcA6ps9cwFw4L12dDg_2M=w800-h500-k-no,"restaurant, 98273, WA, US",98273,outscraper_google_maps
Cruisin Coffee LaVenture,,1715 N Laventure Rd,Mount Vernon,98273,,United States of America,48.4363752,-122.3136605,,+1 360-424-7378,Coffee shop,coffee shops,"Coffee shop, Cafe",4.1,373.0,OPERATIONAL,"{""Friday"": [""5AM-9PM""], ""Monday"": [""5AM-9PM""], ""Saturday"": [""5AM-9PM""], ""Sunday"": [""5AM-9PM""], ""Thursday"": [""5AM-9PM""], ""Tuesday"": [""5AM-9PM""], ""Wednesday"": [""5AM-9PM""]}",0x54856c15e2e3078d:0x131d0831b49e102c,ChIJjQfj4hVshVQRLBCetDEIHRM,https://search.google.com/local/reviews?placeid=ChIJjQfj4hVshVQRLBCetDEIHRM&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFmx5NWK7p7NQ4K03GutZAmNHULoDi_0ACbYSza6WY_fspriEYagWaI1OM0gYbhzknH3vkOHaPWH3s_YDwjpQAXz5VXXZBmODOBUh_iCcuJvfomRasSJzETsE_z7Srrutal4Ce_cg=w800-h500-k-no,"cafe, 98273, WA, US",98273,outscraper_google_maps
Cruser Coffee,,1304 Memorial Hwy,Mount Vernon,98273,,United States of America,48.4223878,-122.3524871,,+1 360-708-8849,Coffee shop,coffee shops,Coffee shop,4.8,53.0,OPERATIONAL,"{""Friday"": [""5AM-6PM""], ""Monday"": [""5AM-6PM""], ""Saturday"": [""6AM-6PM""], ""Sunday"": [""7AM-4PM""], ""Thursday"": [""5AM-6PM""], ""Tuesday"": [""5AM-6PM""], ""Wednesday"": [""5AM-6PM""]}",0x54856f080eeedab3:0x2c75c040507b1bdc,ChIJs9ruDghvhVQR3Bt7UEDAdSw,https://search.google.com/local/reviews?placeid=ChIJs9ruDghvhVQR3Bt7UEDAdSw&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE0r8ZYWQS19Hd9N-z9gH5zpOfYGy4srdi_IJMpW1RLll_xaOyxjyY2QOsqnWO2KivqlXIE6CF5_RLgrWY2pIto_QxopVIVGLXxHfJ-TWKtPQWRXGSuvHGf8K78y4LLrbxgF5Y=w800-h500-k-no,"restaurant, 98273, WA, US",98273,outscraper_google_maps
Dari Delite,,1632 S 2nd St,Mount Vernon,98273,,United States of America,48.4096815,-122.3376853,,+1 360-336-2582,Hamburger restaurant,Hamburger restaurant,"Hamburger restaurant, Fast food restaurant, Fish and chips takeaway, Ice cream shop",4.6,875.0,OPERATIONAL,"{""Friday"": [""10:30AM-6PM""], ""Monday"": [""10:30AM-6PM""], ""Saturday"": [""11AM-6PM""], ""Sunday"": [""Closed""], ""Thursday"": [""10:30AM-6PM""], ""Tuesday"": [""10:30AM-6PM""], ""Wednesday"": [""10:30AM-6PM""]}",0x54856eb37c18b363:0x53c4774bb4ebb5a8,ChIJY7MYfLNuhVQRqLXrtEt3xFM,https://search.google.com/local/reviews?placeid=ChIJY7MYfLNuhVQRqLXrtEt3xFM&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF5meopJtcDAxwT8LpK0r9Fbr64CwcpmXuREEjFl8jgRr7JGeawknoEU5pvqF7z4qcwCpoj0XeG1MjrPMNSxXIK4plGPWWbpQVuxfNcLofiWm4y5MjwBdXc04hpQC7drqclwp1w=w800-h500-k-no,"restaurant, 98273, WA, US",98273,outscraper_google_maps
Darren's Donut,,1800 Riverside Dr,Mount Vernon,98273,,United States of America,48.4367369,-122.3348846,,+1 360-424-4085,Donut shop,Donut shop,"Donut shop, Dessert shop",4.5,358.0,OPERATIONAL,"{""Friday"": [""5AM-6PM""], ""Monday"": [""5AM-6PM""], ""Saturday"": [""6AM-6PM""], ""Sunday"": [""6AM-3PM""], ""Thursday"": [""5AM-6PM""], ""Tuesday"": [""5AM-6PM""], ""Wednesday"": [""5AM-6PM""]}",0x54856c26a47e1a13:0x743b0976e046e304,ChIJExp-pCZshVQRBONG4HYJO3Q,https://search.google.com/local/reviews?placeid=ChIJExp-pCZshVQRBONG4HYJO3Q&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGjdmpAF52iJ_hK-1-qeuhON3kVF5JSmyl6lo99nn-xS_Ji-rhAPV8qarH9l9t0pQniqQDWdoaaEQCartZPytC6TVg_P6QdeOjMb2p5ji_LX56_rsSuIoyoyJpwIypCtNRwk8x0=w800-h500-k-no,"bakery, 98273, WA, US",98273,outscraper_google_maps
Denny's Restaurant,,100 E College Way,Mount Vernon,98273,,United States of America,48.4354187,-122.339323,,+1 360-424-7500,Restaurant,restaurants,"Restaurant, American restaurant, Breakfast restaurant, Diner",3.7,1860.0,OPERATIONAL,"{""Friday"": [""Open 24 hours""], ""Monday"": [""Open 24 hours""], ""Saturday"": [""Open 24 hours""], ""Sunday"": [""Open 24 hours""], ""Thursday"": [""Open 24 hours""], ""Tuesday"": [""Open 24 hours""], ""Wednesday"": [""Open 24 hours""]}",0x54856c272b82e9bb:0xdb5feb24a4ee38ce,ChIJu-mCKydshVQRzjjupCTrX9s,https://search.google.com/local/reviews?placeid=ChIJu-mCKydshVQRzjjupCTrX9s&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEixM0O9Rw-bAA80h26Mf9S5Lg7m2StohEKmB5OZQJJqs5vZEs8s_6bf95sWoR36kwdvt12mkWGbGHi68SF2-c3JMfjsyAG9ehPXdcSYJIOm8mqZTncXZGcTaSPQZA27zkmDT8=w800-h500-k-no,"restaurant, 98273, WA, US",98273,outscraper_google_maps
"District Pizza, Wings, and Beer - Mount Vernon",,520 Main St,Mount Vernon,98273,,United States of America,48.419122,-122.3388093,,+1 360-873-6714,Brewery,Brewery,Brewery,4.4,330.0,OPERATIONAL,"{""Friday"": [""11AM-9PM""], ""Monday"": [""11AM-8PM""], ""Saturday"": [""11AM-9PM""], ""Sunday"": [""12-8PM""], ""Thursday"": [""11AM-8PM""], ""Tuesday"": [""11AM-8PM""], ""Wednesday"": [""11AM-8PM""]}",0x54856fe0553e21d5:0x35f09d7748c0e944,ChIJ1SE-VeBvhVQRROnASHed8DU,https://search.google.com/local/reviews?placeid=ChIJ1SE-VeBvhVQRROnASHed8DU&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFQHpxPwvtnxXPQS2lek5szScOD1Cuf6Lwj66nurfgXSJZSo6K8AXnVReTkjQrXZKmGwiYDdUcPUyGrE7CyjNh08KII-X5g-Yyb2UQSP9S77JObWWLqzNP2ssQWEUJsTHqVkEY=w800-h500-k-no,"restaurant, 98273, WA, US",98273,outscraper_google_maps
Domino's Pizza,,1600 E College Way,Mount Vernon,98273,,United States of America,48.4353706,-122.3207715,,+1 360-428-6800,Pizza restaurant,Pizza delivery,"Pizza restaurant, Chicken wings restaurant, Pizza delivery, Pizza Takeout",3.9,501.0,OPERATIONAL,"{""Friday"": [""10:30AM-1AM""], ""Monday"": [""10:30AM-12AM""], ""Saturday"": [""10:30AM-1AM""], ""Sunday"": [""10:30AM-12AM""], ""Thursday"": [""10:30AM-12AM""], ""Tuesday"": [""10:30AM-12AM""], ""Wednesday"": [""10:30AM-12AM""]}",0x54856c3d50848bad:0xe5135c889db8662d,ChIJrYuEUD1shVQRLWa4nYhcE-U,https://search.google.com/local/reviews?placeid=ChIJrYuEUD1shVQRLWa4nYhcE-U&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGiZe0h5ngR8EGXrt57boZKQCDWZaiSYlvSRhNEZ-7H-Lykhf3KwJvq9yuwKsgZ0CHmn1FYuQvKBs6Qq45e5dM7ryjwZq7JJeKSgK9dC5fVPXqSt3vGxvWS_cYHEBN42al1GZaq=w800-h500-k-no,"pizza restaurant, 98273, WA, US",98273,outscraper_google_maps
Draft Pic's Pub-Grub & Pizza,,516 S 1st St,Mount Vernon,98273,,United States of America,48.4188884,-122.3378726,,+1 360-336-3626,Pub,bars,"Pub, Cocktail bar, Dart bar, Hamburger restaurant, Pizza restaurant, Pool hall",4.0,471.0,OPERATIONAL,"{""Friday"": [""3PM-1:30AM""], ""Monday"": [""3PM-1:30AM""], ""Saturday"": [""12PM-2AM""], ""Sunday"": [""12PM-2AM""], ""Thursday"": [""3PM-1:30AM""], ""Tuesday"": [""3PM-1:30AM""], ""Wednesday"": [""3PM-1:30AM""]}",0x54856ea55d014abf:0x2dc8fd195739b7de,ChIJv0oBXaVuhVQR3rc5Vxn9yC0,https://search.google.com/local/reviews?placeid=ChIJv0oBXaVuhVQR3rc5Vxn9yC0&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF0tSPxRWl5HeSOM_Un58h1eFyAgGmbQrDYF1Ion3k_UEyshf0zZgcb5sM6rip3wKsTYdhB3nVPrEDmew6iNfG1i4aQBE_iNAfpbBjzwn10vkDOJ4amPlKVW2Om2UEzUAupFPHK=w800-h500-k-no,"restaurant, 98273, WA, US",98273,outscraper_google_maps
Dragon Inn Restaurant,,225 Riverside Ln,Mount Vernon,98273,,United States of America,48.4393851,-122.3369352,,+1 360-424-3722,Chinese restaurant,restaurants,"Chinese restaurant, Restaurant",4.2,437.0,OPERATIONAL,"{""Friday"": [""11AM-10PM""], ""Monday"": [""Closed""], ""Saturday"": [""11AM-10PM""], ""Sunday"": [""11AM-9PM""], ""Thursday"": [""11AM-9PM""], ""Tuesday"": [""11AM-9PM""], ""Wednesday"": [""11AM-9PM""]}",0x54856c266fda0a01:0x525c875e2e2d7aa3,ChIJAQrabyZshVQRo3otLl6HXFI,https://search.google.com/local/reviews?placeid=ChIJAQrabyZshVQRo3otLl6HXFI&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEls-XZAhE2g4LJQ03QfuB_KFsr8UI-eoTjqEZTwEkKKrlY_kJ2Q0GDfCnMGmBZfOLbTR6wIMBpOZjX0KT6C8piaQYzDu-VC62NVl8v2m73U5Ve_gIFgCRTDALlugsnTfe-yFYz=w800-h500-k-no,"restaurant, 98273, WA, US",98273,outscraper_google_maps
Dry Inside,,300 S 1st St Suite A,Mount Vernon,98273,,United States of America,48.4206291,-122.3370154,,+1 206-499-4065,Lounge bar,bars,"Lounge bar, Bar",5.0,30.0,OPERATIONAL,"{""Friday"": [""12-10PM""], ""Monday"": [""Closed""], ""Saturday"": [""12-10PM""], ""Sunday"": [""12-6PM""], ""Thursday"": [""12-8PM""], ""Tuesday"": [""12-8PM""], ""Wednesday"": [""12-8PM""]}",0x54856ffdc773972f:0x590acb53f828f57f,ChIJL5dzx_1vhVQRf_Uo-FPLClk,https://search.google.com/local/reviews?placeid=ChIJL5dzx_1vhVQRf_Uo-FPLClk&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHnGdyjopUiLBzChsj_dVAaVwMr8ey8XrfsjifGr2mD4t5-dptszpNOXMpOOnV-H3ZE1wRGAy19tMlenfoBLoRn5whA7Zbm6CQbNhN8zMn4j_sYJdhka3x-N5COcLqXFyLj0ncGsy--0kvv=w800-h500-k-no,"bar, 98273, WA, US",98273,outscraper_google_maps
Eagleway Market,,1600 E College Way,Mount Vernon,98273,,United States of America,48.4354212,-122.3211589,,,Convenience store,Convenience store,Convenience store,5.0,28.0,OPERATIONAL,"{""Friday"": [""8AM-10:30PM""], ""Monday"": [""8AM-10:30PM""], ""Saturday"": [""8AM-10:30PM""], ""Sunday"": [""8AM-10PM""], ""Thursday"": [""8AM-10:30PM""], ""Tuesday"": [""8AM-10:30PM""], ""Wednesday"": [""8AM-10:30PM""]}",0x54856dc7189f27b3:0x59bfd6ebbb92f107,ChIJsyefGMdthVQRB_GSu-vWv1k,https://search.google.com/local/reviews?placeid=ChIJsyefGMdthVQRB_GSu-vWv1k&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFpHzwE3ZC7JSffxi9qFoc_fufBoj6y9iv3y70dVusFMeuW_bsXoz43b9e9vouZipxcrbaN7eJOY80Y7N79rM-h-jTEVz1ktfPgG35QANn1i7L4_uJc2ZmiM-6ZGhYWZEDf_dBz=w800-h500-k-no,"deli, 98273, WA, US",98273,outscraper_google_maps
El Mercadito Del Mundo-Mexican Taqueria,,1023 S 2nd St,Mount Vernon,98273,,United States of America,48.4149806,-122.3380206,,+1 360-336-5755,Mexican restaurant,restaurants,Mexican restaurant,4.4,178.0,OPERATIONAL,"{""Friday"": [""8AM-7PM""], ""Monday"": [""Closed""], ""Saturday"": [""8AM-7PM""], ""Sunday"": [""8AM-7PM""], ""Thursday"": [""8AM-7PM""], ""Tuesday"": [""8AM-7PM""], ""Wednesday"": [""8AM-7PM""]}",0x54856eb1b8276541:0x52bf652ac5a9018a,ChIJQWUnuLFuhVQRigGpxSplv1I,https://search.google.com/local/reviews?placeid=ChIJQWUnuLFuhVQRigGpxSplv1I&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGHNey7qnHmDV2IZJ6Rf9JzzsNuHkgJZS29eBdRepo0ZRMsEbphZLvYgQ-9NV2huOVgfLY_o3ym5JUctfS3I2BUjPehW6A1DR7ObajFuVieUuvMcxZBcaEoGNb8oezstUlSVK8y0g=w800-h500-k-no,"restaurant, 98273, WA, US",98273,outscraper_google_maps
EnKanto Mexican Restaurant,,2121 E College Way,Mount Vernon,98273,,United States of America,48.4360494,-122.3144474,,+1 360-422-4131,Mexican restaurant,restaurants,Mexican restaurant,4.6,50.0,OPERATIONAL,"{""Friday"": [""11AM-10PM""], ""Monday"": [""11AM-8:30PM""], ""Saturday"": [""11AM-10PM""], ""Sunday"": [""11AM-8:30PM""], ""Thursday"": [""11AM-8:30PM""], ""Tuesday"": [""11AM-8:30PM""], ""Wednesday"": [""11AM-8:30PM""]}",0x54856d1d7e07b90f:0xe17042bf5ba2f400,ChIJD7kHfh1thVQRAPSiW79CcOE,https://search.google.com/local/reviews?placeid=ChIJD7kHfh1thVQRAPSiW79CcOE&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH3agMMEMovM9eqUuGy6rfXSRF07SnontzyjZQitoWEocugnMpFWVA4m9U3kE1zI3SkCxRPMW1DRpqlRgzyKFTviyjzuikYR709TtckdgJlEJW1DPWuenYzDDRkOH-xJXzztQjIb7N3tA1i=w800-h500-k-no,"restaurant, 98273, WA, US",98273,outscraper_google_maps
Europe Foods Store,,1725 Continental Pl Suite A,Mount Vernon,98273,,United States of America,48.4365212,-122.3263411,,+1 360-848-9486,Grocery store,Grocery store,Grocery store,4.8,68.0,OPERATIONAL,"{""Friday"": [""9:30AM-6PM""], ""Monday"": [""9:30AM-6PM""], ""Saturday"": [""9:30AM-4PM""], ""Sunday"": [""Closed""], ""Thursday"": [""9:30AM-6PM""], ""Tuesday"": [""9:30AM-6PM""], ""Wednesday"": [""9:30AM-6PM""]}",0x54856c2318e00f19:0x1a0a8a6a1a1cbcff,ChIJGQ_gGCNshVQR_7wcGmqKCho,https://search.google.com/local/reviews?placeid=ChIJGQ_gGCNshVQR_7wcGmqKCho&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGntU3e3qUb0bLpqHaHKxSJdU78nDwD0TOzX0DSNxbtuL5ZaGD59Mq0fwKCCATQ-dwyKjkLH-kbShBRmObICB6BjWZdDkcTBWr9csGFvQAcv2xCOiyBYtdwg8daY4mh2_QvvqR_u5Me_hM=w800-h500-k-no,"deli, 98273, WA, US",98273,outscraper_google_maps
Farmstrong Brewing + Taproom,,110 Stewart Rd,Mount Vernon,98273,,United States of America,48.4427788,-122.3423686,,+1 360-873-8852,Brewery,Brewery,"Brewery, Beer garden, Brewpub, Restaurant",4.7,401.0,OPERATIONAL,"{""Friday"": [""12-9PM""], ""Monday"": [""4-9PM""], ""Saturday"": [""12-9PM""], ""Sunday"": [""12-6PM""], ""Thursday"": [""12-9PM""], ""Tuesday"": [""12-9PM""], ""Wednesday"": [""12-9PM""]}",0x54856c2931f660fb:0x8718bbc9c3978045,ChIJ-2D2MSlshVQRRYCXw8m7GIc,https://search.google.com/local/reviews?placeid=ChIJ-2D2MSlshVQRRYCXw8m7GIc&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFolTrP6fSQvrr9v6ZHr7b9J7AWTAGalIeXFzFehlxHelM6rbFUmoqlE8CJ4yu9Y9oGtS7E7xBCiwab5JK0HyeMJqNHDq2ZUAUN4WGXTDKRt23oZjyFV7KaLEzUCvNoZ2toU7E=w800-h500-k-no,"restaurant, 98273, WA, US",98273,outscraper_google_maps
Fat Buns Cafe,,521 S 2nd St Suite D,Mount Vernon,98273,,United States of America,48.4186979,-122.3373227,,+1 360-755-3105,Cafe,cafes,"Cafe, Asian restaurant, Bakery, Coffee shop, Korean restaurant, Pastry shop, Sandwich shop",4.8,151.0,OPERATIONAL,"{""Friday"": [""7AM-7PM""], ""Monday"": [""Closed""], ""Saturday"": [""7AM-7PM""], ""Sunday"": [""7AM-7PM""], ""Thursday"": [""7AM-7PM""], ""Tuesday"": [""7AM-7PM""], ""Wednesday"": [""7AM-7PM""]}",0x54856f91c514039f:0x788628f5a8b860e5,ChIJnwMUxZFvhVQR5WC4qPUohng,https://search.google.com/local/reviews?placeid=ChIJnwMUxZFvhVQR5WC4qPUohng&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHEaiSWNPmhhyP3G1-nYpfGeVG-b2vG_B7jxyaAaDtHXUlJG2ER-QTfEHbuTWdD1vqYXwcAlMBmurDv4dnWWXHiBy7JplD9pQ9IL42tU88-4mrd07RyeH8eb8bJAKFrjVNv_tpFyZAwWOVN=w800-h500-k-no,"cafe, 98273, WA, US",98273,outscraper_google_maps
Field of Beans,,4224 Old Hwy 99 South Rd,Mount Vernon,98273,,United States of America,48.38572,-122.3355201,,+1 360-202-9269,Coffee shop,coffee shops,Coffee shop,4.6,98.0,OPERATIONAL,"{""Friday"": [""5:30AM-6PM""], ""Monday"": [""5:30AM-6PM""], ""Saturday"": [""7AM-5PM""], ""Sunday"": [""7AM-3PM""], ""Thursday"": [""5:30AM-6PM""], ""Tuesday"": [""5:30AM-6PM""], ""Wednesday"": [""5:30AM-6PM""]}",0x54856917fd1a57eb:0x3767dea0a5009f10,ChIJ61ca_RdphVQREJ8ApaDeZzc,https://search.google.com/local/reviews?placeid=ChIJ61ca_RdphVQREJ8ApaDeZzc&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFxGFYEIjm5tV3k7bUFRKVMXn3Z_e8Cx2wQwJcJ9_iLfDvuooUHHYK7Qx_26jbatuF9KbzrMVXjMWZ3h8AA0d31Nb40ChUqZSu62oQCJNVRcB43DvPqMsY8JVvwX7FLi7vnJST0=w800-h500-k-no,"restaurant, 98273, WA, US",98273,outscraper_google_maps
Food Services Inc,,17889 McLean Rd,Mount Vernon,98273,,United States of America,48.4215731,-122.3596617,,+1 360-424-7147,Wholesaler,Wholesaler,"Wholesaler, Restaurant supply store",4.9,21.0,OPERATIONAL,"{""Friday"": [""7:30AM-3PM""], ""Monday"": [""7:30AM-3PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""], ""Thursday"": [""7:30AM-3PM""], ""Tuesday"": [""7:30AM-3PM""], ""Wednesday"": [""7:30AM-3PM""]}",0x54856ebfc6e4a69d:0x386f8c91a644bf17,ChIJnabkxr9uhVQRF79EppGMbzg,https://search.google.com/local/reviews?placeid=ChIJnabkxr9uhVQRF79EppGMbzg&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF1CHWx-51apU0Zk8k9e8Y94IECjVNf_ImS-gINf36WbWFF6eeJTlpG1cmwmAsxtOKte_m7pefAQV3asLGYtYwObsTlhOz33dHaIaSTjGg2_ZOZIKfuIIX-Fxr5aTwPVCzFAFjd=w800-h500-k-no,"restaurant, 98273, WA, US",98273,outscraper_google_maps
Fortune Mandarin Restaurant,,1617 Freeway Dr,Mount Vernon,98273,,United States of America,48.4351759,-122.3435008,,+1 360-428-1819,Chinese restaurant,restaurants,"Chinese restaurant, Asian restaurant, Cocktail bar",4.2,538.0,OPERATIONAL,"{""Friday"": [""11AM-9PM""], ""Monday"": [""11AM-8:30PM""], ""Saturday"": [""11AM-9PM""], ""Sunday"": [""Closed""], ""Thursday"": [""11AM-8:30PM""], ""Tuesday"": [""11AM-8:30PM""], ""Wednesday"": [""11AM-8:30PM""]}",0x54856e9d944062ed:0xc0e2ea65871fc6aa,ChIJ7WJAlJ1uhVQRqsYfh2Xq4sA,https://search.google.com/local/reviews?placeid=ChIJ7WJAlJ1uhVQRqsYfh2Xq4sA&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFiZkuzPKYz95OwH-_xgPnv4E9nUFmlX8O7Fhe4SfEEdyJRM-g3yMalmsqbufutGxfSI8JR7hiRoHR-pz8qWT0dXusdFvymGsLUbJbGjzarXXa6RtrKHX1O8az280PPRY-MZOKj=w800-h500-k-no,"restaurant, 98273, WA, US",98273,outscraper_google_maps
Foxy Lady Latte,,2626 Henson Rd,Mount Vernon,98273,,United States of America,48.4004866,-122.3318437,,,Coffee stand,Coffee stand,"Coffee stand, Cafe",4.5,153.0,OPERATIONAL,"{""Friday"": [""4:30AM-8PM""], ""Monday"": [""4:30AM-8PM""], ""Saturday"": [""4:30AM-8PM""], ""Sunday"": [""6AM-7PM""], ""Thursday"": [""4:30AM-8PM""], ""Tuesday"": [""4:30AM-8PM""], ""Wednesday"": [""4:30AM-8PM""]}",0x5485694850525815:0x351273516bd5617e,ChIJFVhSUEhphVQRfmHVa1FzEjU,https://search.google.com/local/reviews?placeid=ChIJFVhSUEhphVQRfmHVa1FzEjU&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFIooz9-q8xiTJYZQpdORFxj04rCEOE2acCXQuQoMIFmNV5gGeHi2kKGLCH-8NA69g7k7kn3713S8ambrvrCVREwH-0HCgokdMdGkIk-7gYDuz7miVP6fjin0neqBXyakIOeuX5=w800-h500-k-no,"restaurant, 98273, WA, US",98273,outscraper_google_maps
Franz Bakery Outlet Store,,3813 Old Hwy 99 S,Mount Vernon,98273,,United States of America,48.3902113,-122.3361105,,+1 360-424-7772,Bakery,Bakery,"Bakery, Discount store",4.7,494.0,OPERATIONAL,"{""Friday"": [""9AM-5PM""], ""Monday"": [""9AM-5PM""], ""Saturday"": [""9AM-5PM""], ""Sunday"": [""Closed""], ""Thursday"": [""9AM-5PM""], ""Tuesday"": [""9AM-5PM""], ""Wednesday"": [""9AM-5PM""]}",0x5485693c5c809d69:0xcb27a77ed5855fc5,ChIJaZ2AXDxphVQRxV-F1X6nJ8s,https://search.google.com/local/reviews?placeid=ChIJaZ2AXDxphVQRxV-F1X6nJ8s&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAElUoQQ_MwJGuwftIN39t9IynkwygA8PlB14bnIXbqSMkAtZyRoTEyQoZXD41CZoisqBRrQ3tTLzxXaSdcmoinJRnQIgAagXkVHqPF1P5B39j1fy2dJ62355skaWBEfS7rRL30J=w800-h500-k-no,"bakery, 98273, WA, US",98273,outscraper_google_maps
Gentlemen Gene's Pub,,1400 Parker Way,Mount Vernon,98273,,United States of America,48.4331215,-122.3211324,,+1 360-424-4363,Restaurant,bars,"Restaurant, Bar & grill, Pub",4.4,579.0,OPERATIONAL,"{""Friday"": [""11AM-11PM""], ""Monday"": [""11AM-9PM""], ""Saturday"": [""11AM-11PM""], ""Sunday"": [""11AM-9PM""], ""Thursday"": [""11AM-11PM""], ""Tuesday"": [""11AM-9PM""], ""Wednesday"": [""11AM-9PM""]}",0x5485696ac659ce9f:0xd836f7c3c214dd5d,ChIJn85ZxmpphVQRXd0UwsP3Ntg,https://search.google.com/local/reviews?placeid=ChIJn85ZxmpphVQRXd0UwsP3Ntg&q=*&authuser=0&hl=en&gl=US,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG-patrXjlf_Ntp2IwUh4g5UgzSTscEtRnMJxNY-WLBAJnbijxyQQSncq2SX5OF3vGbZBBJlDkRvnQZHXOei7fjaMeFNUjTeOieL_ipDQk71SVv7x3OXRiE69siY-iGmAlneh7O=w800-h500-k-no,"restaurant, 98273, WA, US",98273,outscraper_google_maps
